id,label
1009,1
1010,7
1011,4
1012,8
1013,7
1014,3
1015,7
1016,2
1017,9
1018,1
1019,0
1020,1
1021,0
1022,8
1023,7
1024,7
1025,4
1026,5
1027,6
1028,3
1029,8
1030,4
1031,6
1032,8
1033,9
1034,9
1035,3
1036,5
1037,0
1038,7
1039,2
1040,0
1041,9
1042,0
1043,1
1044,0
1045,0
1046,7
1047,8
1048,5
1049,7
1050,5
1051,2
1052,7
1053,8
1054,1
1055,5
1056,0
1057,1
1058,8
1059,0
1060,7
1061,1
1062,6
1063,7
1064,5
1065,0
1066,5
1067,8
1068,6
1069,6
1070,9
1071,8
1072,1
1073,0
1074,7
1075,4
1076,7
1077,6
1078,5
1079,0
1080,2
1081,1
1082,3
1083,2
1084,6
1085,9
1086,8
1087,8
1088,3
1089,3
1090,4
1091,4
1092,8
1093,6
1094,5
1095,4
1096,0
1097,0
1098,3
1099,0
1100,5
1101,7
1102,3
1103,9
1104,9
1105,9
1106,2
1107,8
1108,6
1109,3
1110,0
1111,7
1112,5
1113,6
1114,9
1115,1
1116,1
1117,8
1118,0
1119,2
1120,8
1121,9
1122,4
1123,8
1124,3
1125,1
1126,7
1127,1
1128,3
1129,4
1130,9
1131,7
1132,2
1133,2
1134,8
1135,9
1136,1
1137,7
1138,4
1139,5
1140,9
1141,1
1142,8
1143,0
1144,2
1145,7
1146,3
1147,9
1148,9
1149,3
1150,6
1151,6
1152,2
1153,2
1154,2
1155,1
1156,9
1157,1
1158,1
1159,7
1160,9
1161,3
1162,9
1163,5
1164,6
1165,2
1166,6
1167,6
1168,9
1169,6
1170,2
1171,0
1172,3
1173,2
1174,7
1175,1
1176,3
1177,9
1178,2
1179,0
1180,0
1181,0
1182,0
1183,5
1184,6
1185,3
1186,5
1187,5
1188,8
1189,0
1190,3
1191,1
1192,8
1193,2
1194,5
1195,7
1196,6
1197,7
1198,7
1199,4
1200,5
1201,6
1202,4
1203,0
1204,0
1205,0
1206,1
1207,9
1208,1
1209,8
1210,7
1211,3
1212,1
1213,6
1214,4
1215,1
1216,5
1217,0
1218,9
1219,4
1220,4
1221,4
1222,5
1223,5
1224,7
1225,3
1226,4
1227,0
1228,8
1229,6
1230,6
1231,1
1232,8
1233,8
1234,4
1235,3
1236,3
1237,9
1238,0
1239,0
1240,1
1241,2
1242,2
1243,6
1244,8
1245,8
1246,3
1247,0
1248,7
1249,6
1250,0
1251,7
1252,5
1253,3
1254,6
1255,1
1256,5
1257,2
1258,9
1259,0
1260,9
1261,7
1262,2
1263,3
1264,2
1265,5
1266,8
1267,0
1268,6
1269,7
1270,7
1271,1
1272,7
1273,7
1274,1
1275,1
1276,7
1277,9
1278,1
1279,5
1280,9
1281,7
1282,5
1283,7
1284,6
1285,0
1286,6
1287,6
1288,6
1289,2
1290,1
1291,6
1292,5
1293,9
1294,1
1295,1
1296,3
1297,3
1298,5
1299,3
1300,8
1301,6
1302,3
1303,4
1304,3
1305,7
1306,6
1307,1
1308,7
1309,2
1310,8
1311,3
1312,5
1313,7
1314,0
1315,9
1316,5
1317,5
1318,7
1319,0
1320,4
1321,0
1322,5
1323,7
1324,0
1325,4
1326,4
1327,7
1328,6
1329,3
1330,9
1331,8
1332,0
1333,3
1334,1
1335,9
1336,0
1337,0
1338,8
1339,4
1340,7
1341,7
1342,0
1343,9
1344,0
1345,4
1346,6
1347,5
1348,8
1349,7
1350,4
1351,4
1352,5
1353,4
1354,1
1355,4
1356,3
1357,6
1358,4
1359,9
1360,3
1361,1
1362,7
1363,1
1364,1
1365,8
1366,6
1367,0
1368,3
1369,0
1370,8
1371,9
1372,9
1373,8
1374,6
1375,8
1376,8
1377,3
1378,5
1379,8
1380,8
1381,7
1382,7
1383,0
1384,1
1385,8
1386,9
1387,9
1388,3
1389,3
1390,8
1391,9
1392,4
1393,7
1394,2
1395,0
1396,3
1397,5
1398,1
1399,0
1400,0
1401,8
1402,0
1403,5
1404,7
1405,9
1406,1
1407,0
1408,4
1409,1
1410,9
1411,9
1412,2
1413,0
1414,4
1415,0
1416,7
1417,8
1418,4
1419,1
1420,4
1421,8
1422,1
1423,8
1424,2
1425,3
1426,2
1427,6
1428,5
1429,9
1430,8
1431,9
1432,3
1433,9
1434,1
1435,1
1436,9
1437,6
1438,4
1439,0
1440,0
1441,5
1442,4
1443,4
1444,1
1445,7
1446,4
1447,4
1448,4
1449,2
1450,0
1451,9
1452,5
1453,4
1454,2
1455,1
1456,0
1457,1
1458,2
1459,6
1460,0
1461,3
1462,1
1463,8
1464,0
1465,8
1466,1
1467,1
1468,9
1469,9
1470,7
1471,8
1472,5
1473,0
1474,1
1475,7
1476,2
1477,2
1478,6
1479,0
1480,7
1481,6
1482,8
1483,5
1484,1
1485,2
1486,3
1487,8
1488,7
1489,0
1490,4
1491,3
1492,6
1493,7
1494,2
1495,8
1496,3
1497,1
1498,6
1499,2
1500,5
1501,5
1502,6
1503,2
1504,9
1505,6
1506,7
1507,8
1508,1
1509,4
1510,2
1511,3
1512,9
1513,4
1514,1
1515,0
1516,5
1517,8
1518,9
1519,6
1520,3
1521,0
1522,7
1523,3
1524,9
1525,5
1526,6
1527,8
1528,9
1529,2
1530,6
1531,2
1532,3
1533,1
1534,4
1535,8
1536,8
1537,4
1538,1
1539,6
1540,0
1541,9
1542,9
1543,1
1544,2
1545,4
1546,0
1547,8
1548,5
1549,1
1550,0
1551,4
1552,3
1553,5
1554,8
1555,0
1556,1
1557,6
1558,5
1559,8
1560,3
1561,9
1562,5
1563,2
1564,8
1565,1
1566,0
1567,5
1568,1
1569,7
1570,5
1571,8
1572,6
1573,5
1574,9
1575,4
1576,7
1577,9
1578,1
1579,8
1580,9
1581,5
1582,8
1583,0
1584,8
1585,2
1586,0
1587,5
1588,4
1589,4
1590,3
1591,2
1592,4
1593,2
1594,7
1595,0
1596,6
1597,7
1598,3
1599,5
1600,0
1601,5
1602,0
1603,9
1604,4
1605,3
1606,7
1607,6
1608,8
1609,7
1610,5
1611,6
1612,8
1613,7
1614,9
1615,5
1616,3
1617,8
1618,1
1619,4
1620,8
1621,2
1622,6
1623,3
1624,5
1625,3
1626,1
1627,0
1628,3
1629,8
1630,9
1631,0
1632,7
1633,6
1634,9
1635,8
1636,2
1637,2
1638,7
1639,1
1640,7
1641,4
1642,8
1643,4
1644,9
1645,6
1646,1
1647,6
1648,0
1649,3
1650,7
1651,9
1652,2
1653,8
1654,7
1655,7
1656,0
1657,1
1658,9
1659,8
1660,1
1661,6
1662,6
1663,2
1664,8
1665,0
1666,7
1667,2
1668,5
1669,4
1670,5
1671,9
1672,8
1673,4
1674,6
1675,2
1676,0
1677,0
1678,2
1679,4
1680,3
1681,6
1682,5
1683,7
1684,3
1685,2
1686,0
1687,3
1688,5
1689,3
1690,1
1691,8
1692,5
1693,9
1694,7
1695,3
1696,2
1697,1
1698,3
1699,4
1700,9
1701,5
1702,3
1703,0
1704,5
1705,9
1706,0
1707,8
1708,2
1709,6
1710,1
1711,5
1712,4
1713,1
1714,6
1715,3
1716,0
1717,1
1718,2
1719,6
1720,5
1721,3
1722,7
1723,4
1724,4
1725,3
1726,9
1727,5
1728,6
1729,1
1730,1
1731,9
1732,1
1733,8
1734,2
1735,0
1736,0
1737,9
1738,6
1739,7
1740,4
1741,7
1742,6
1743,9
1744,2
1745,9
1746,2
1747,1
1748,8
1749,0
1750,4
1751,2
1752,3
1753,4
1754,8
1755,8
1756,0
1757,7
1758,6
1759,5
1760,0
1761,3
1762,6
1763,1
1764,4
1765,0
1766,5
1767,0
1768,6
1769,9
1770,0
1771,9
1772,8
1773,2
1774,6
1775,1
1776,7
1777,5
1778,4
1779,5
1780,8
1781,7
1782,4
1783,9
1784,9
1785,8
1786,6
1787,1
1788,0
1789,0
1790,9
1791,0
1792,1
1793,6
1794,5
1795,0
1796,3
1797,4
1798,9
1799,6
1800,0
1801,9
1802,3
1803,4
1804,3
1805,1
1806,8
1807,6
1808,0
1809,5
1810,4
1811,9
1812,6
1813,2
1814,4
1815,1
1816,3
1817,0
1818,8
1819,4
1820,6
1821,6
1822,5
1823,5
1824,9
1825,2
1826,3
1827,3
1828,9
1829,2
1830,2
1831,0
1832,8
1833,4
1834,8
1835,2
1836,0
1837,5
1838,7
1839,6
1840,0
1841,6
1842,3
1843,9
1844,7
1845,8
1846,2
1847,4
1848,0
1849,7
1850,9
1851,1
1852,6
1853,9
1854,9
1855,0
1856,6
1857,8
1858,5
1859,6
1860,0
1861,3
1862,3
1863,5
1864,4
1865,4
1866,2
1867,5
1868,6
1869,1
1870,4
1871,3
1872,4
1873,7
1874,2
1875,4
1876,8
1877,5
1878,2
1879,7
1880,3
1881,6
1882,6
1883,5
1884,2
1885,9
1886,2
1887,3
1888,1
1889,4
1890,0
1891,3
1892,0
1893,1
1894,9
1895,6
1896,6
1897,4
1898,9
1899,5
1900,5
1901,7
1902,2
1903,5
1904,5
1905,0
1906,2
1907,9
1908,4
1909,8
1910,4
1911,1
1912,1
1913,2
1914,5
1915,1
1916,3
1917,6
1918,3
1919,2
1920,8
1921,2
1922,4
1923,1
1924,1
1925,2
1926,5
1927,9
1928,3
1929,4
1930,1
1931,4
1932,1
1933,0
1934,7
1935,3
1936,2
1937,3
1938,4
1939,9
1940,4
1941,1
1942,3
1943,1
1944,0
1945,2
1946,8
1947,6
1948,6
1949,6
1950,1
1951,1
1952,1
1953,7
1954,0
1955,5
1956,9
1957,7
1958,2
1959,2
1960,1
1961,9
1962,5
1963,8
1964,8
1965,0
1966,7
1967,6
1968,9
1969,9
1970,6
1971,7
1972,7
1973,4
1974,9
1975,9
1976,5
1977,2
1978,2
1979,9
1980,3
1981,4
1982,8
1983,3
1984,6
1985,8
1986,7
1987,9
1988,0
1989,2
1990,2
1991,6
1992,5
1993,2
1994,0
1995,2
1996,1
1997,2
1998,0
1999,5
2000,7
2001,2
2002,5
2003,1
2004,0
2005,4
2006,1
2007,1
2008,0
2009,6
2010,0
2011,8
2012,8
2013,1
2014,1
2015,4
2016,6
2017,3
2018,3
2019,5
2020,4
2021,6
2022,3
2023,7
2024,2
2025,1
2026,3
2027,0
2028,4
2029,6
2030,4
2031,0
2032,1
2033,5
2034,4
2035,3
2036,0
2037,8
2038,8
2039,9
2040,5
2041,7
2042,0
2043,6
2044,9
2045,8
2046,1
2047,6
2048,6
2049,9
2050,9
2051,4
2052,1
2053,4
2054,8
2055,7
2056,0
2057,9
2058,4
2059,2
2060,3
2061,8
2062,2
2063,8
2064,5
2065,0
2066,4
2067,0
2068,6
2069,1
2070,6
2071,7
2072,6
2073,5
2074,8
2075,5
2076,6
2077,0
2078,3
2079,3
2080,1
2081,7
2082,4
2083,5
2084,6
2085,8
2086,9
2087,4
2088,3
2089,2
2090,7
2091,4
2092,2
2093,6
2094,1
2095,1
2096,9
2097,8
2098,6
2099,4
2100,8
2101,0
2102,7
2103,3
2104,8
2105,8
2106,8
2107,9
2108,9
2109,7
2110,5
2111,0
2112,7
2113,1
2114,3
2115,8
2116,2
2117,4
2118,7
2119,1
2120,4
2121,6
2122,1
2123,1
2124,5
2125,9
2126,2
2127,4
2128,9
2129,3
2130,9
2131,2
2132,7
2133,5
2134,8
2135,1
2136,4
2137,9
2138,2
2139,9
2140,8
2141,8
2142,4
2143,8
2144,1
2145,1
2146,4
2147,2
2148,4
2149,9
2150,9
2151,0
2152,0
2153,3
2154,7
2155,6
2156,5
2157,2
2158,3
2159,6
2160,9
2161,1
2162,6
2163,9
2164,1
2165,0
2166,1
2167,7
2168,9
2169,0
2170,5
2171,0
2172,1
2173,9
2174,8
2175,4
2176,2
2177,9
2178,8
2179,5
2180,3
2181,5
2182,5
2183,6
2184,4
2185,1
2186,0
2187,3
2188,7
2189,5
2190,6
2191,8
2192,3
2193,7
2194,3
2195,0
2196,7
2197,9
2198,6
2199,3
2200,5
2201,7
2202,6
2203,8
2204,1
2205,4
2206,0
2207,4
2208,5
2209,1
2210,3
2211,4
2212,0
2213,2
2214,5
2215,9
2216,0
2217,7
2218,2
2219,3
2220,2
2221,4
2222,6
2223,1
2224,7
2225,5
2226,9
2227,8
2228,2
2229,5
2230,5
2231,0
2232,2
2233,8
2234,0
2235,3
2236,6
2237,4
2238,8
2239,2
2240,1
2241,2
2242,4
2243,6
2244,8
2245,7
2246,6
2247,2
2248,1
2249,1
2250,2
2251,0
2252,1
2253,4
2254,4
2255,1
2256,6
2257,0
2258,2
2259,2
2260,0
2261,2
2262,2
2263,7
2264,4
2265,4
2266,8
2267,7
2268,1
2269,4
2270,0
2271,9
2272,4
2273,7
2274,0
2275,1
2276,7
2277,9
2278,3
2279,5
2280,5
2281,6
2282,6
2283,7
2284,7
2285,1
2286,7
2287,5
2288,3
2289,0
2290,7
2291,2
2292,4
2293,9
2294,9
2295,6
2296,8
2297,4
2298,0
2299,9
2300,0
2301,1
2302,8
2303,5
2304,8
2305,6
2306,1
2307,8
2308,3
2309,6
2310,8
2311,3
2312,9
2313,4
2314,3
2315,7
2316,9
2317,8
2318,1
2319,0
2320,5
2321,8
2322,4
2323,9
2324,4
2325,3
2326,8
2327,7
2328,4
2329,6
2330,2
2331,4
2332,3
2333,1
2334,8
2335,7
2336,8
2337,5
2338,2
2339,2
2340,2
2341,2
2342,1
2343,7
2344,0
2345,8
2346,7
2347,3
2348,5
2349,1
2350,0
2351,3
2352,6
2353,1
2354,2
2355,4
2356,4
2357,1
2358,0
2359,3
2360,9
2361,7
2362,5
2363,4
2364,4
2365,6
2366,8
2367,9
2368,4
2369,4
2370,1
2371,4
2372,7
2373,5
2374,2
2375,1
2376,3
2377,6
2378,7
2379,8
2380,8
2381,3
2382,9
2383,2
2384,3
2385,0
2386,6
2387,6
2388,8
2389,2
2390,0
2391,3
2392,1
2393,2
2394,3
2395,4
2396,5
2397,0
2398,9
2399,8
2400,6
2401,0
2402,9
2403,2
2404,2
2405,2
2406,2
2407,8
2408,3
2409,0
2410,0
2411,8
2412,9
2413,1
2414,6
2415,4
2416,3
2417,5
2418,5
2419,3
2420,7
2421,9
2422,0
2423,9
2424,3
2425,9
2426,3
2427,6
2428,2
2429,5
2430,0
2431,5
2432,3
2433,4
2434,6
2435,2
2436,9
2437,0
2438,0
2439,9
2440,6
2441,3
2442,0
2443,8
2444,7
2445,6
2446,8
2447,5
2448,8
2449,2
2450,3
2451,6
2452,9
2453,5
2454,8
2455,5
2456,3
2457,5
2458,5
2459,8
2460,9
2461,6
2462,5
2463,8
2464,8
2465,9
2466,0
2467,7
2468,0
2469,5
2470,6
2471,4
2472,8
2473,0
2474,8
2475,6
2476,1
2477,4
2478,7
2479,7
2480,0
2481,5
2482,7
2483,1
2484,9
2485,2
2486,7
2487,9
2488,7
2489,5
2490,7
2491,4
2492,4
2493,9
2494,9
2495,3
2496,2
2497,3
2498,7
2499,0
2500,9
2501,7
2502,1
2503,3
2504,6
2505,6
2506,9
2507,2
2508,3
2509,6
2510,0
2511,9
2512,4
2513,6
2514,6
2515,0
2516,5
2517,1
2518,5
2519,7
2520,9
2521,1
2522,5
2523,2
2524,7
2525,6
2526,9
2527,5
2528,9
2529,4
2530,2
2531,9
2532,8
2533,5
2534,9
2535,1
2536,3
2537,6
2538,9
2539,5
2540,9
2541,9
2542,3
2543,1
2544,9
2545,1
2546,5
2547,0
2548,4
2549,0
2550,3
2551,1
2552,3
2553,2
2554,7
2555,0
2556,8
2557,5
2558,6
2559,7
2560,9
2561,1
2562,3
2563,5
2564,6
2565,8
2566,6
2567,4
2568,6
2569,5
2570,7
2571,6
2572,1
2573,8
2574,0
2575,1
2576,4
2577,6
2578,9
2579,6
2580,9
2581,9
2582,6
2583,5
2584,4
2585,7
2586,9
2587,0
2588,7
2589,7
2590,5
2591,5
2592,9
2593,0
2594,7
2595,6
2596,1
2597,6
2598,3
2599,1
2600,7
2601,3
2602,9
2603,6
2604,5
2605,7
2606,8
2607,8
2608,8
2609,6
2610,8
2611,7
2612,3
2613,9
2614,6
2615,2
2616,1
2617,4
2618,3
2619,8
2620,1
2621,2
2622,9
2623,3
2624,8
2625,4
2626,6
2627,9
2628,7
2629,2
2630,1
2631,3
2632,3
2633,2
2634,8
2635,9
2636,0
2637,2
2638,2
2639,8
2640,3
2641,1
2642,8
2643,5
2644,9
2645,1
2646,9
2647,3
2648,9
2649,8
2650,5
2651,5
2652,8
2653,9
2654,1
2655,5
2656,9
2657,9
2658,3
2659,3
2660,8
2661,4
2662,5
2663,4
2664,7
2665,0
2666,5
2667,8
2668,0
2669,1
2670,7
2671,2
2672,8
2673,9
2674,2
2675,3
2676,9
2677,0
2678,5
2679,7
2680,4
2681,3
2682,1
2683,4
2684,2
2685,0
2686,4
2687,3
2688,1
2689,7
2690,3
2691,8
2692,7
2693,1
2694,4
2695,6
2696,0
2697,0
2698,7
2699,7
2700,6
2701,4
2702,9
2703,4
2704,9
2705,8
2706,6
2707,2
2708,1
2709,5
2710,3
2711,4
2712,3
2713,7
2714,9
2715,4
2716,6
2717,3
2718,1
2719,7
2720,9
2721,9
2722,0
2723,1
2724,4
2725,0
2726,2
2727,2
2728,8
2729,4
2730,9
2731,2
2732,2
2733,0
2734,0
2735,9
2736,3
2737,8
2738,0
2739,1
2740,2
2741,1
2742,1
2743,0
2744,0
2745,6
2746,1
2747,3
2748,4
2749,0
2750,5
2751,8
2752,0
2753,1
2754,3
2755,8
2756,4
2757,4
2758,5
2759,8
2760,7
2761,3
2762,2
2763,0
2764,7
2765,4
2766,0
2767,0
2768,3
2769,9
2770,6
2771,6
2772,3
2773,4
2774,9
2775,4
2776,6
2777,6
2778,3
2779,3
2780,8
2781,0
2782,7
2783,3
2784,7
2785,3
2786,7
2787,4
2788,0
2789,7
2790,0
2791,7
2792,6
2793,1
2794,2
2795,7
2796,7
2797,1
2798,5
2799,7
2800,4
2801,4
2802,6
2803,5
2804,8
2805,4
2806,3
2807,2
2808,8
2809,9
2810,6
2811,5
2812,9
2813,5
2814,1
2815,3
2816,9
2817,2
2818,3
2819,7
2820,3
2821,5
2822,4
2823,1
2824,8
2825,2
2826,8
2827,3
2828,2
2829,8
2830,8
2831,0
2832,1
2833,6
2834,3
2835,0
2836,4
2837,0
2838,6
2839,2
2840,1
2841,1
2842,2
2843,6
2844,7
2845,2
2846,3
2847,4
2848,4
2849,2
2850,9
2851,9
2852,3
2853,8
2854,5
2855,0
2856,0
2857,2
2858,6
2859,2
2860,2
2861,2
2862,5
2863,1
2864,6
2865,2
2866,8
2867,6
2868,3
2869,6
2870,8
2871,6
2872,4
2873,5
2874,8
2875,9
2876,7
2877,1
2878,5
2879,4
2880,4
2881,5
2882,5
2883,1
2884,9
2885,5
2886,8
2887,3
2888,5
2889,3
2890,8
2891,6
2892,7
2893,3
2894,0
2895,1
2896,8
2897,1
2898,6
2899,1
2900,0
2901,1
2902,2
2903,6
2904,9
2905,1
2906,5
2907,5
2908,5
2909,4
2910,1
2911,3
2912,1
2913,2
2914,8
2915,6
2916,5
2917,2
2918,4
2919,0
2920,4
2921,0
2922,9
2923,5
2924,6
2925,1
2926,8
2927,3
2928,1
2929,9
2930,0
2931,7
2932,3
2933,3
2934,6
2935,0
2936,4
2937,5
2938,3
2939,2
2940,2
2941,2
2942,9
2943,1
2944,5
2945,1
2946,8
2947,5
2948,5
2949,6
2950,0
2951,3
2952,1
2953,2
2954,4
2955,0
2956,5
2957,9
2958,0
2959,5
2960,2
2961,0
2962,9
2963,5
2964,0
2965,0
2966,7
2967,8
2968,6
2969,9
2970,9
2971,1
2972,5
2973,7
2974,6
2975,5
2976,3
2977,2
2978,9
2979,0
2980,7
2981,0
2982,1
2983,2
2984,5
2985,8
2986,5
2987,6
2988,8
2989,5
2990,9
2991,7
2992,6
2993,2
2994,5
2995,6
2996,7
2997,9
